Vegetation Type;CO2;Cal_per_hr
Floodplain woodland;400;39
Floodplain woodland;300;29,77799449
Floodplain woodland;240;23,5274346
Floodplain woodland;180;16,73885727
Floodplain woodland;400;36
Floodplain woodland;300;27,48737953
Floodplain woodland;240;21,71763194
Floodplain woodland;180;15,45125287
Floodplain woodland;400;100
Floodplain woodland;300;76,35383203
Floodplain woodland;240;60,32675539
Floodplain woodland;180;42,92014686
Floodplain woodland;400;162
Floodplain woodland;300;123,6932079
Floodplain woodland;240;97,72934374
Floodplain woodland;180;69,53063791
Floodplain woodland;400;205
Floodplain woodland;300;156,5253557
Floodplain woodland;240;123,6698486
Floodplain woodland;180;87,98630106
Floodplain woodland;400;43
Floodplain woodland;300;32,83214777
Floodplain woodland;240;25,94050482
Floodplain woodland;180;18,45566315
Floodplain woodland;400;153
Floodplain woodland;300;116,821363
Floodplain woodland;240;92,29993575
Floodplain woodland;180;65,66782469
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;54
Floodplain woodland;300;41,2310693
Floodplain woodland;240;32,57644791
Floodplain woodland;180;23,1768793
Floodplain woodland;400;22
Floodplain woodland;300;16,79784305
Floodplain woodland;240;13,27188619
Floodplain woodland;180;9,442432308
Floodplain woodland;400;180
Floodplain woodland;300;137,4368977
Floodplain woodland;240;108,5881597
Floodplain woodland;180;77,25626434
Floodplain woodland;400;18
Floodplain woodland;300;13,74368977
Floodplain woodland;240;10,85881597
Floodplain woodland;180;7,725626434
Floodplain woodland;400;101
Floodplain woodland;300;77,11737035
Floodplain woodland;240;60,93002295
Floodplain woodland;180;43,34934832
Floodplain woodland;400;17
Floodplain woodland;300;12,98015145
Floodplain woodland;240;10,25554842
Floodplain woodland;180;7,296424966
Floodplain woodland;400;0
Floodplain woodland;300;0
Floodplain woodland;240;0
Floodplain woodland;180;0
Floodplain woodland;400;68
Floodplain woodland;300;51,92060578
Floodplain woodland;240;41,02219367
Floodplain woodland;180;29,18569986
Floodplain woodland;400;419
Floodplain woodland;300;319,9225562
Floodplain woodland;240;252,7691051
Floodplain woodland;180;179,8354153
Riparian;400;229
Riparian;300;174,8502754
Riparian;240;138,1482698
Riparian;180;98,2871363
Riparian;400;385
Riparian;300;293,9622533
Riparian;240;232,2580083
Riparian;180;165,2425654
Riparian;400;235
Riparian;300;179,4315053
Riparian;240;141,7678752
Riparian;180;100,8623451
Riparian;400;287
Riparian;300;219,1354979
Riparian;240;173,137788
Riparian;180;123,1808215
Riparian;400;0
Riparian;300;0
Riparian;240;0
Riparian;180;0
Riparian;400;0
Riparian;300;0
Riparian;240;0
Riparian;180;0
Riparian;400;177
Riparian;300;135,1462827
Riparian;240;106,778357
Riparian;180;75,96865994
Riparian;400;295
Riparian;300;225,2438045
Riparian;240;177,9639284
Riparian;180;126,6144332
Riparian;400;356
Riparian;300;271,819642
Riparian;240;214,7632492
Riparian;180;152,7957228
Riparian;400;211
Riparian;300;161,1065856
Riparian;240;127,2894539
Riparian;180;90,56150987
Riparian;400;127
Riparian;300;96,96936668
Riparian;240;76,61497935
Riparian;180;54,50858651
Riparian;400;96
Riparian;300;73,29967875
Riparian;240;57,91368518
Riparian;180;41,20334098
Riparian;400;173
Riparian;300;132,0921294
Riparian;240;104,3652868
Riparian;180;74,25185406
Riparian;400;31
Riparian;300;23,66968793
Riparian;240;18,70129417
Riparian;180;13,30524553
Riparian;400;332
Riparian;300;253,4947223
Riparian;240;200,2848279
Riparian;180;142,4948876
Riparian;400;103
Riparian;300;78,64444699
Riparian;240;62,13655805
Riparian;180;44,20775126
Riparian;400;44
Riparian;300;33,59568609
Riparian;240;26,54377237
Riparian;180;18,88486462
Riparian;400;92
Riparian;300;70,24552547
Riparian;240;55,50061496
Riparian;180;39,48653511
Riparian;400;209
Riparian;300;159,5795089
Riparian;240;126,0829188
Riparian;180;89,70310693
Riparian;400;77
Riparian;300;58,79245067
Riparian;240;46,45160165
Riparian;180;33,04851308
Riparian;400;174
Riparian;300;132,8556677
Riparian;240;104,9685544
Riparian;180;74,68105553
Riparian;400;69
Riparian;300;52,6841441
Riparian;240;41,62546122
Riparian;180;29,61490133
Riparian;400;95
Riparian;300;72,53614043
Riparian;240;57,31041762
Riparian;180;40,77413951
Riparian;400;28
Riparian;300;21,37907297
Riparian;240;16,89149151
Riparian;180;12,01764112
Riparian;400;0
Riparian;300;0
Riparian;240;0
Riparian;180;0
Riparian;400;88
Riparian;300;67,19137219
Riparian;240;53,08754475
Riparian;180;37,76972923
Riparian;400;187
Riparian;300;142,7816659
Riparian;240;112,8110326
Riparian;180;80,26067462
Riparian;400;116
Riparian;300;88,57044516
Riparian;240;69,97903626
Riparian;180;49,78737035
Riparian;400;244
Riparian;300;186,3033502
Riparian;240;147,1972832
Riparian;180;104,7251583
Riparian;400;44
Riparian;300;33,59568609
Riparian;240;26,54377237
Riparian;180;18,88486462
Riparian;400;208
Riparian;300;158,8159706
Riparian;240;125,4796512
Riparian;180;89,27390546
Riparian;400;129
Riparian;300;98,49644332
Riparian;240;77,82151446
Riparian;180;55,36698944
Riparian;400;0
Riparian;300;0
Riparian;240;0
Riparian;180;0
Riparian;400;107
Riparian;300;81,69860028
Riparian;240;64,54962827
Riparian;180;45,92455714
Riparian;400;144
Riparian;300;109,9495181
Riparian;240;86,87052777
Riparian;180;61,80501147
Riparian;400;182
Riparian;300;138,9639743
Riparian;240;109,7946948
Riparian;180;78,11466728
Riparian;400;37
Riparian;300;28,25091785
Riparian;240;22,3208995
Riparian;180;15,88045434
Riparian;400;26
Riparian;300;19,85199633
Riparian;240;15,6849564
Riparian;180;11,15923818
Riparian;400;291
Riparian;300;222,1896512
Riparian;240;175,5508582
Riparian;180;124,8976274
Riparian;400;37
Riparian;300;28,25091785
Riparian;240;22,3208995
Riparian;180;15,88045434
Riparian;400;155
Riparian;300;118,3484397
Riparian;240;93,50647086
Riparian;180;66,52622763
Riparian;400;108
Riparian;300;82,4621386
Riparian;240;65,15289582
Riparian;180;46,3537586
Riparian;400;181
Riparian;300;138,200436
Riparian;240;109,1914273
Riparian;180;77,68546581
Riparian;400;70
Riparian;300;53,44768242
Riparian;240;42,22872877
Riparian;180;30,0441028
